model,r2,mse,rmse,mae
linear,-67.1166896295086,53553.76643325458,154.25024806023848,26.275912002527246
ridge,-1.4175165720499452,1906.3275878955442,39.217561088960665,21.374705009764252
lasso,0.08256334180711418,724.2176438754421,26.909807858255448,19.93236403725256
enet,0.090692597464805,717.7741878140872,26.78967758371773,19.873215466534123
xgb,0.1419516622525459,677.0321345231663,26.00990729810123,19.186804383799977
lgbm,0.13978331970309227,678.790847577963,26.04767193193871,19.110848513314018
catboost,0.1576770100730124,664.7171373323129,25.773930732755662,18.945102611750496
nn1,0.05158927634297035,748.5242868197913,27.349194808770562,19.810397571832436
nn2,0.0672779166531345,735.9455776106346,27.12328629685652,19.823599110264173
nn3,0.03143236364370823,764.7216630152639,27.648866549000616,20.384518630953583
