model,r2,mse,rmse,mae
linear,554.8798699400586,20284.53672024605,85.88086261155472,2.630527526832092
ridge,2.3811274925125145,86.9923164182563,3.71300718663767,0.23893380058330616
lasso,0.001206955391453074,2.16261971617868,0.17670219572684767,0.16153530467680763
enet,0.00093103218930324,2.166070695495658,0.17755797025314815,0.16290835032002582
xgb,0.009950563260746373,1.8605148606871218,0.1586305417712453,0.1575145390119147
lgbm,0.014917352848848124,2.008984087888493,0.17009995014552826,0.15336070193618617
catboost,0.013677910389051494,2.1558100357072836,0.18313315262230082,0.17119696330172335
nn1,0.03839521252025521,2.5110982147128427,0.20655478758947785,0.1701956496712127
nn2,0.016379196389535892,2.2937689868780975,0.1884673987274784,0.17860798951973778
nn3,0.019105230944869125,2.1947690447919057,0.1765801379525877,0.15778100132211823
