model,r2,mse,rmse,mae
linear,2.995708391417901,22.519033273931495,2.0309951236505506,0.13145762103466857
ridge,0.5682261057780051,3.9965626755681893,0.5766294637268612,0.04785323478248398
lasso,0.0023477652633476843,0.2620453729912675,0.04785618832470924,0.02984150667081346
enet,0.0023477652633476843,0.2620453729912675,0.04785618832470924,0.02984150667081346
xgb,0.011027273523049566,0.24133965064668436,0.04601138892197174,0.029285168492797498
lgbm,0.02156664579898006,0.27820107856372256,0.0532533833525595,0.028116890647502956
catboost,0.012818085879690262,0.2644344940361092,0.05089790812857975,0.02836732822701784
nn1,0.015359859162153587,0.3607262902496915,0.06588570508119289,0.03550495528895989
nn2,0.008985110179051318,0.26640797906704633,0.04967504217436433,0.026163733744751946
nn3,0.04293110594105706,0.35469099145778754,0.06509008629849651,0.033676781194159365
