model,r2,mse,rmse,mae
linear,-2.0312685364330765,22.566287810549003,4.294338903516662,2.1942722302672566
ridge,-0.5132072479019978,11.17592624330579,3.292935575572025,2.1351974091064188
lasso,-0.0020192606517293933,7.438562035584466,2.726952845361191,2.0728127067490854
enet,-0.0020192606517293933,7.438562035584466,2.726952845361191,2.0728127067490854
xgb,0.07101895644581431,6.895893122697606,2.6256001361188033,2.0040091440671004
lgbm,0.07070798142721453,6.898288072877821,2.6259192961778783,2.0029705490406604
catboost,0.09388911597257928,6.726968687994644,2.59314058449263,1.9650210347260066
nn1,0.005077392924651369,7.3891318673850055,2.717497183301384,2.050571115340117
nn2,0.03608396910109024,7.155941079463217,2.6745978145598253,2.024218633167654
nn3,-0.025139909093261293,7.607487549505781,2.7573992874031568,2.086029206716635
