model,r2,mse,rmse,mae
linear,-66.92095832211385,677.573677285913,18.45421446485623,3.155047793705579
ridge,-4.767440693731752,57.44883267313236,6.112598716638499,2.6035943853521557
lasso,-0.0007581672334231904,9.582137720134918,3.095040390503655,2.3955612574232643
enet,0.00437101337721546,9.533545801622859,3.0871393706272796,2.3897523664515457
xgb,0.11813589589813092,8.43528623791641,2.904232330698332,2.247807139845647
lgbm,0.1171086262736704,8.446170135965366,2.9059595423195885,2.2472112294694284
catboost,0.13662239013585864,8.261987428218365,2.8741883406389097,2.2166177888191796
nn1,0.05110128029411583,9.080130530318906,3.0130274495456097,2.315326876883495
nn2,0.057512420285679974,9.018122834910447,3.0028562750822436,2.309645583436905
nn3,-0.026041382864091234,9.82478145609464,3.133717612709907,2.3968327078287
