model,r2,mse,rmse,mae
linear,5.324971397657107,174.07059313240165,5.967495281918018,0.320080928372378
ridge,2.345685260944918,76.35950683611294,3.4677178945487546,0.2234436741789004
lasso,0.002058879045312324,0.6414185214139001,0.05567864461108231,0.07741911256410673
enet,0.001986334529875339,0.6396898922697988,0.05583262208058209,0.07723036672025478
xgb,0.020125952993210686,0.4878800740017349,0.04427085905334264,0.03606123708236703
lgbm,0.027148733176970235,0.6922336492571324,0.06239230967213785,0.021251693548051013
catboost,0.023525028583653306,0.5238569052988609,0.048039815013613985,0.02430585815300701
nn1,0.019380387409563816,0.7783195950783265,0.06875338032455693,0.05254326420487708
nn2,0.01648002837927219,0.6446624943257706,0.057301873789831585,0.06140529512335127
nn3,0.014437849316860618,0.6681806493825465,0.059163303203992094,0.04912025803380228
