model,r2,mse,rmse,mae
linear,-6.943023409791545,260.39070546060094,14.992655052421075,4.535789410938513
ridge,-3.0928543180239365,133.91700967981427,11.040468390591075,4.38933242903172
lasso,-0.0016525577148098324,32.72267271569922,5.720102499451691,4.014269324849467
enet,0.009206385828702679,32.36802978712845,5.689016831179184,3.9906563766652163
xgb,0.07079063460049184,30.347190945529242,5.508650564028173,3.82443012086092
lgbm,0.06700543600803725,30.46901894874237,5.519522275381824,3.8247716107487832
catboost,0.09334815446010261,29.608234018608282,5.441132804369118,3.7871565629482453
nn1,0.021476697236543753,31.96437481707236,5.653286459199313,3.9990873550159107
nn2,0.028149362647708863,31.745188733950783,5.6339954942483725,3.98159669679659
nn3,0.026688456011008242,31.79440795489868,5.6383426340062615,4.012614364574855
