model,r2,mse,rmse,mae
linear,130.34051066567673,62649.50711746856,144.38519652892248,4.862812674588281
ridge,0.7207047981192153,328.33673169432416,5.457356832458479,0.5907296646330601
lasso,0.019239981645545887,20.52984773559735,0.47370132845619123,0.3679855182151035
enet,0.02034066037528793,20.900612516208017,0.4840566818376926,0.38971048463325125
xgb,0.043364889078160204,31.023494186366722,0.7457461658684009,0.44351981118890255
lgbm,0.05485968127042108,35.69440781208885,0.858771525447601,0.49217512650121753
catboost,0.04510541305222883,33.21290989620356,0.802579638215351,0.45639437532172894
nn1,0.01838775494719815,22.160704391302538,0.5188870294521007,0.368060399059935
nn2,0.044442408224880985,23.737677045794374,0.5542402684949733,0.4465268406443476
nn3,0.03691305332257454,16.909080150643398,0.3758492721994359,0.3646915773911139
