model,r2,mse,rmse,mae
linear,443.34107043001825,3308.1405451716514,31.273414652922074,1.4527464528073155
ridge,6.485151757866238,48.40563250727475,3.209350186756897,0.16058147037151843
lasso,0.0008031172237903058,0.14724398592740254,0.02657727689773714,0.03198570463594452
enet,0.0008031172237903058,0.14724398592740254,0.02657727689773714,0.03198570463594452
xgb,0.034061928111754625,0.32370652465319716,0.06415199056477777,0.053918467994635295
lgbm,0.027170584979060938,0.2743487218313769,0.05391795595975187,0.050959502607704384
catboost,0.030185460961931386,0.2808571283732421,0.05652031927872131,0.05109201297959857
nn1,0.04569010456175643,0.44867186424319533,0.08287562254624582,0.06782038539145326
nn2,0.02591661292353988,0.27437292830912047,0.05153693311174723,0.0491286751563267
nn3,0.04395693112157009,0.41401473078307516,0.07676601499215911,0.056090175813864086
