model,r2,mse,rmse,mae
linear,291.4868911982838,8901.631436928841,54.666291977406836,1.5929382017211324
ridge,2.5039005449310023,79.63985652550832,3.7699749665983857,0.30377554366831033
lasso,0.00027200273181107135,1.1977949159145054,0.1084405812096933,0.10191434942290582
enet,0.0004093837623985573,1.2013510637950096,0.10909090937607285,0.10138306126002414
xgb,0.01381820986774139,1.3484054700046257,0.12797571614607156,0.10727509747736037
lgbm,0.01694483470505165,1.2300521220984173,0.116228885479138,0.09005895928694788
catboost,0.015007412749677724,1.2990630925908098,0.12407532710104224,0.10014722099392055
nn1,0.010836640106322876,0.8750828950617661,0.08045546588426505,0.09544175492317819
nn2,0.006936865001177598,1.2322703470686227,0.1130620830763039,0.09155977171111022
nn3,0.03068754032308169,1.6505651474327774,0.1487208392497223,0.0949280280262292
