model,r2,mse,rmse,mae
linear,-20.042136379778245,50509.620877641944,188.50552605700835,43.6751149311336
ridge,-3.4987672301916284,11145.855399700187,97.94465003454037,39.34848977408047
lasso,0.0979076869172617,2168.345633305483,46.54880249161698,33.462441928680036
enet,0.09395393357215957,2178.927747644803,46.6592141621162,33.44511837923654
xgb,0.18646928788450548,1952.563220854659,44.16795896397976,31.245966345255148
lgbm,0.1654357653576259,2003.0528237641604,44.743341349230626,31.573433315044742
catboost,0.1922286188537553,1938.9007730684893,44.022081189929295,31.277649970924614
nn1,0.05666523541127229,2268.027611802695,47.60245787337928,34.05628911906835
nn2,0.0640780659642847,2251.209228672347,47.422649747302955,33.39289813199302
nn3,0.04629751693027055,2290.2636426785425,47.843828531600636,34.65142944760358
