model,r2,mse,rmse,mae
linear,7.93334253829271,58.55417744819733,3.6508294495776443,0.14623477373297614
ridge,3.4428096759954343,25.335366177320157,2.2029537704006295,0.09177387706148915
lasso,0.0023959864548763208,0.25127151750051524,0.04573998709936377,0.04555236030316807
enet,0.00277810991905383,0.24631471586032344,0.044924618024207774,0.044757676511008274
xgb,0.019973682703751997,0.29982173769389087,0.059131834562495336,0.057877208151290854
lgbm,0.020264162976051922,0.3161968586314989,0.0626953483735323,0.054433847676827796
catboost,0.01942752264084331,0.3316374908025436,0.0665819177150784,0.05946107757668337
nn1,0.019613515678860667,0.3073561259834789,0.05857222497136119,0.047070542644511076
nn2,0.016490608858098468,0.30425392641247107,0.05851400702555519,0.051535602668109526
nn3,0.030406861129892594,0.2991872063164971,0.05627547922317564,0.055601790790070806
