model,r2,mse,rmse,mae
linear,-5.193146202647279,45.99702727721203,5.715633963726914,2.22449355314167
ridge,-2.276378476684559,24.349365158978635,4.415468247474585,2.167798668942661
lasso,-0.00198029220713396,7.583578382122073,2.7534498789159434,2.0960358626473394
enet,0.0028347141276643174,7.5469985985802595,2.746812767058512,2.0909113011554727
xgb,0.1530955361261816,6.411554047749843,2.531414125324246,1.9064352102889537
lgbm,0.16456808538949685,6.325566892178005,2.514286416753335,1.9012205837938339
catboost,0.17953159789919,6.213521483096963,2.4918042321439193,1.8760557878635058
nn1,0.08104952014805318,6.956640164952196,2.63689390370832,1.983102357471736
nn2,0.10414840266284273,6.7823240262407465,2.6036321048148414,1.9715321353082573
nn3,0.04850278888869153,7.200197764634882,2.6827282447301823,2.031301911129168
