model,r2,mse,rmse,mae
linear,-1.7907854087744153,72.7833210681009,7.765082975375188,3.966808721324493
ridge,-0.3499614599546614,35.81128322324801,5.904715154369294,3.8103002121374336
lasso,0.037368767425974815,25.642901901723842,5.059589311296427,3.5002723070007944
enet,0.07381540037380092,24.66615174803449,4.962569832830583,3.4490763989260502
xgb,0.12477144238914675,23.297756524256492,4.822849825064658,3.4721936609294155
lgbm,0.1214270290788719,23.377306072505043,4.83165911209877,3.4857030382572654
catboost,0.14223731193700398,22.821994551838856,4.77410582903129,3.4076809045281897
nn1,0.08883788767472771,24.28206802989006,4.922843515929139,3.491633139448723
nn2,0.10436357035561454,23.835945367198924,4.878853822916791,3.4543733236502434
nn3,0.07390195255997825,24.65837316101587,4.961965338652113,3.6198349174485833
