model,r2,mse,rmse,mae
linear,2.7689361833762662,70.68213172987423,3.5336677056055117,0.3178335529895156
ridge,0.4815430016007501,12.31031081459441,0.9724310613146909,0.20707653485483765
lasso,0.0034323291387661297,2.120419732604796,0.20846559125857672,0.19999841688202863
enet,0.00667384218821608,1.9672393787472964,0.19761680676076157,0.1949123394037527
xgb,0.030043076674108177,1.884615356645425,0.1946178027064564,0.17119064794096636
lgbm,0.0282208252217451,1.7466888943518435,0.1799341462256924,0.15226633235511303
catboost,0.025134784413616145,1.6647903200425158,0.17293954159853223,0.1586915295045872
nn1,0.015064038973594863,2.1496719387209,0.2183569269899442,0.16722958273762112
nn2,0.0221170785803464,1.7657766039742333,0.1809163945283373,0.18866115401863615
nn3,0.013372104205597877,1.9215018011852312,0.19306252622114572,0.17580100118011213
