model,r2,mse,rmse,mae
linear,-51.43742768681758,362.29864860600975,12.531037639058146,2.35222635004732
ridge,-1.8663969836167813,19.545500478791794,4.1024996868458015,2.087609312344788
lasso,-0.00042422386266105505,6.8935650152817685,2.6253658612128192,1.9684942125400178
enet,-0.00042422386266105505,6.8935650152817685,2.6253658612128192,1.9684942125400178
xgb,0.11892090354994242,6.07167608001011,2.4637593828556232,1.854375711676716
lgbm,0.11513866781473481,6.095248931845246,2.4687073138480327,1.8614535631409563
catboost,0.12951871753345354,5.996752192076905,2.4486456804846912,1.8377074323281029
nn1,0.024429668358838707,6.720402545847861,2.592225955464406,1.9413213616719212
nn2,0.042044392437403676,6.59802404745172,2.568594630829118,1.9293321254315425
nn3,0.014034700725650074,6.790513590307303,2.605673909689382,1.981992601099704
