model,r2,mse,rmse,mae
linear,853.5346369257953,4673.662832964062,41.586490431464846,1.3169345901696645
ridge,13.56485527492588,73.95020620408495,4.457931452622488,0.1311577419296426
lasso,0.001999495766499067,0.4042823467699565,0.08212768165211001,0.06037780247597597
enet,0.001999495766499067,0.4042823467699565,0.08212768165211001,0.06037780247597597
xgb,0.030874641888755106,0.1786510026283748,0.03922055152077378,0.030476969566578145
lgbm,0.028615727130031837,0.21888251981332035,0.047568817635293685,0.04300162598577942
catboost,0.02653270818497363,0.21609555920351436,0.04719794042369339,0.03161711963675496
nn1,0.024096488383821765,0.28561398240474206,0.05868187889951349,0.05553838851849877
nn2,0.028990376173765715,0.37103777245803343,0.07627604747191272,0.051537086993340336
nn3,0.050079985977816224,0.5180243963401094,0.10133979567007942,0.06936864579607202
