model,r2,mse,rmse,mae
linear,2141.0643617871347,43580.97281315057,130.0843295665952,1.6486441602615924
ridge,16.19571096868449,329.23646104391133,9.715119030030879,0.11770270415529903
lasso,0.00022385054613057297,0.6068493666360637,0.0659989939939988,0.04687625267794371
enet,0.0005161232128026492,0.6109097948836997,0.0665438301813984,0.047131401125072615
xgb,0.010218567919971949,0.3478649311654387,0.039932297182901984,0.03271156096168715
lgbm,0.010026412752695037,0.40598855636199316,0.046631277973162896,0.03660998231250048
catboost,0.007771748847537424,0.42400763949418424,0.04873132863623308,0.036330628231220644
nn1,0.009243041216811071,0.46272510218567897,0.051731195055799255,0.03696748410196667
nn2,0.007173036352316336,0.46113517084657835,0.05171062014395714,0.04528301199165401
nn3,0.008369733236542646,0.4270562917765555,0.047997737560278246,0.03690743941141843
