model,r2,mse,rmse,mae
linear,31.47541281481971,319.17511127803596,9.740604331438345,0.3782331641867491
ridge,0.26473444757241466,2.3780490988444662,0.32952742782749556,0.07298890115964861
lasso,0.0008424030525500766,0.5061064935335086,0.08264402658581169,0.07426441785017159
enet,0.0012570305038490774,0.5116442682691882,0.08383313231769071,0.07507122815370784
xgb,0.025503199388305628,0.39485308848207074,0.06955196712631144,0.04713835899231388
lgbm,0.02773519320301371,0.43441639147250605,0.07679012393433646,0.0609705212018911
catboost,0.030754187090274995,0.4333926010386056,0.07723032857015442,0.05958463620888854
nn1,0.024754112037104998,0.4819870822303519,0.08250515185056492,0.07504639592640962
nn2,0.023698472886471728,0.37472063020704477,0.06393699030187662,0.053735394041417035
nn3,0.0432188004292423,0.5268588667231772,0.08752452354952102,0.05037720920144361
