model,r2,mse,rmse,mae
linear,-472.68340838440884,16526.637842112665,66.47287600003219,6.280337405560333
ridge,-3.447396976795943,151.18443670243562,11.639548892162201,4.668624463164809
lasso,-0.0012127250014449143,34.10396040899654,5.8369254491141245,4.223990255080489
enet,-0.0010837626411183132,34.09957417360057,5.836549418990889,4.22348072705966
xgb,0.08039111361178068,31.298475700795713,5.592169731702714,3.9823394734839006
lgbm,0.069723597457647,31.67626712152234,5.625533663152483,4.009158902151247
catboost,0.09547338744047044,30.78510458114595,5.546485479708868,3.9766753387482416
nn1,0.005664354874342514,33.87856870334893,5.81711280259005,4.176104630611073
nn2,0.0118540756294091,33.652562735547995,5.7982214407694235,4.159475082968385
nn3,-0.06006024042248557,36.13692850699817,6.006291982172886,4.338659823099332
