feature,importance_mean,importance_std
x_AdjFwdEPC,-1.6947241573924838,0.08534391393051
x_CashAst,1.5182556630949386,0.5685331294399182
x_AnnVol12M,1.3889433817308459,0.05879740393837729
x_IndRel_EPSEstDispFY1C,1.1377377165434595,0.39978293654089997
x_EPSNumRevFY1C,0.6363716382031994,0.06829467064014588
x_LogUnadjPrice,-0.5673313117650522,0.28713645888294315
x_60MAVGTTMROA,-0.5653250838927814,0.15783340919030422
x_MaxRetPayoff,0.5201282018159716,0.4508076103655842
x_IndRel_SUEC,0.49742648899357395,0.015575758426475905
x_52WSlope,0.4572196156547096,0.040511965234064556
x_ConsQPosChgTTMEPS,-0.4571222127417329,0.17630779244935257
x_CVVolPrc20D,-0.44917376131758924,0.12186546817003999
x_24MResRtnVar,0.4341524584233941,0.4341524584233941
x_AdjSTO_6M,0.4118133494078725,0.06659601744702998
x_EPSEstDispFY2C,0.37192394085070773,0.37192394085070773
x_PAdjChg1YOCF,-0.35996296889435087,0.14961973413521712
x_5DVolSig,-0.3516655939278045,0.08032310847867888
x_IndRel_BP,0.3455521133009068,0.30233429338954854
x_EPSEstDispFY1C,0.3261409746045258,0.17968869038004825
x_LogAssets,-0.32095708216249036,0.32095708216249036
x_OCFAst_2,-0.3020546905136093,0.11270199152499687
x_IO_TO,0.2860534278090464,0.2450908790056171
x_IndRel_PTMargin,-0.2772755427335274,0.09447808234594544
x_IndRel_InvToAst,-0.27197355358955544,0.2285808029057984
x_SalesAcc,-0.23765300379560744,0.23765300379560744
x_90DCV,0.2368185090085283,0.2368185090085283
x_IndRel_AssetTurn,-0.2337032608369259,0.2337032608369259
x_CashP,0.22204505902850463,0.22204505902850463
x_STO_6M,-0.21064840325863946,0.09875175743446528
x_IO_NAT,0.20579152523645813,0.20579152523645813
x_BuyToSellRecLess3MEMA,0.20525082673886463,0.1766949398308076
x_BP,0.20189843295787546,0.20189843295787546
x_CashEV,0.19775078794895018,0.19775078794895018
x_calendarquarter,-0.1903162922845573,0.1903162922845573
x_IndRel_FwdFCFPC,-0.1864455011880883,0.1864455011880883
x_IndRel_EPSSurpC,0.18414565528145127,0.18414565528145127
x_IndRel_FCFP,-0.1820332905708092,0.1820332905708092
x_130DMinRtn,-0.1805796249503193,0.1805796249503193
x_PM5D,0.1715949569851178,0.1715949569851178
x_CVVolPrc30D,-0.17097546097436825,0.17097546097436825
x_RevMagFY1C,0.16625793112083703,0.21764178882676793
x_AdjChgEPStoSales,-0.1621766074354025,0.007831793457332398
x_Chg3YOPM,-0.15535723108140395,0.10904355820999263
x_InvToAsset,-0.1517242710168134,0.1517242710168134
x_AssetTurn_2,-0.1478244687004383,0.030635912570509898
x_PM9M,0.14696262516571987,0.14696262516571987
x_IndRel_AdjAccruals,-0.14407011309631276,0.17478065204956827
x_IndRel_PM5D,0.14357995751167285,0.14357995751167285
x_ChgSalestoChgEPS,0.1414773808168199,0.1414773808168199
x_AdjRevMagC,-0.13208829304021594,0.13208829304021594
x_IO_Level_AM,-0.12732325446836712,0.01607657932122994
x_IO_Concentration,0.1244780431878904,0.10212987697654825
x_IndRel_CashAst,0.1243525792977303,0.12357002491655875
x_ChgATO_2,0.12169985570745662,0.12169985570745662
x_FL,-0.11635738663420575,0.005382027174911111
x_5DMoneyFlowVol,0.11477858843642351,0.11477858843642351
x_AccrualRatioBS,0.11032073419255176,0.16245373401348104
x_IndRel_CashCycle,0.10862606378934897,0.10862606378934897
x_EBITMargin,-0.10790952764834633,0.10790952764834633
x_IndRel_AccrualRatioBS,-0.10709835851200948,0.10709835851200948
x_IndRel_CashEV,0.10338199403211781,0.10338199403211781
x_IndRel_CFEV,-0.10333090293192027,0.10333090293192027
x_ETO,0.0998819962202108,0.0998819962202108
x_IndRel_OEA,-0.09550821733170904,0.09550821733170904
x_AstAdjChg1YOCF,-0.09321892143237759,0.006415443783752632
x_REToAst_2,-0.08893608851371737,0.08893608851371737
x_IndRel_DivP,-0.0887741158771954,0.0887741158771954
x_AstAdjChg1YCF,0.08698767486123284,0.08698767486123284
x_InvToAstChg1Y,-0.08501128927418519,0.08501128927418519
x_Beta60M,0.08491355064166776,0.08491355064166776
x_AdjEPSNumRevFY2C,0.08461332266884165,0.08461332266884165
