model,r2,mse,rmse,mae
linear,-35.31037312607478,885.4331424793907,27.33148826451669,5.065125421295842
ridge,-2.2527584626191888,79.24073180126558,8.742015279284029,3.9794397485111923
lasso,-0.0005852046426761959,24.74605455425405,4.9727578610367384,3.485341641361603
enet,0.02376733541772409,24.145011374899205,4.911930823195105,3.420151257559008
xgb,0.08145048531224801,22.682971636050297,4.7621353373214514,3.411202990051804
lgbm,0.08126585987805039,22.706101477440306,4.763715847242571,3.4436837539137186
catboost,0.11939034672639977,21.758126031549956,4.6637850220433466,3.3241990424729053
nn1,0.05051023750215418,23.476950008780296,4.843677325090222,3.4248657050785267
nn2,0.07005547650127149,23.008834878420075,4.794103064555948,3.3918686923864514
nn3,0.039450410374578394,23.77321313196135,4.872699981311946,3.511722187491298
