model,r2,mse,rmse,mae
linear,-5.299217485526311,11420.410434092735,96.34529903372803,35.37202731139949
ridge,-0.49094073272037714,2756.399234969281,52.068126013848925,32.36697100998559
lasso,0.06353063083814578,1728.0659882699147,41.55958176690073,28.865739568797522
enet,0.06920212395907661,1717.5487078441379,41.43325989347558,28.794304486576074
xgb,0.09172396604942046,1676.42965583217,40.929859205269445,28.620778785886664
lgbm,0.08476230045863517,1689.6625054738004,41.0852187881748,28.698888695586824
catboost,0.1068434340624834,1648.968663504535,40.59290941864323,28.167179250054158
nn1,0.06690472656903645,1722.2155632814943,41.48476762060751,28.893269943469363
nn2,0.059948593828596054,1734.5341729503493,41.63850583579824,28.862607208516277
nn3,-0.01667442823937455,1876.3437402250609,43.3057723465285,30.097669396717993
