model,r2,mse,rmse,mae
linear,-132.8042345245696,5970.307788760205,71.29874164190053,7.280886195353991
ridge,-2.3275608766952165,151.53283304932762,11.78298738349108,5.408006727144096
lasso,-0.0010493243803108676,45.38273400972327,6.736046934932565,5.0503425660152255
enet,0.01655251565730529,44.585997006760365,6.676605628959306,4.994497508924452
xgb,0.12465912512807635,39.672104767498794,6.297328575330772,4.654871269822209
lgbm,0.11584118473760718,40.064259181208946,6.329009538562246,4.647081552351198
catboost,0.12569419533515153,39.630519957735274,6.294005963595585,4.66117075152428
nn1,0.025971010401957085,44.12626587101128,6.642381313135132,4.920049183815359
nn2,0.027870066309802554,44.05813817953578,6.6370816877923655,4.9440317117558585
nn3,0.028312579942372174,44.04008341244577,6.634427919043526,4.970011776504682
