model,r2,mse,rmse,mae
linear,101.37946067239349,4346.886071406157,29.77914083787044,0.8595066655920985
ridge,1.918851997732447,88.13663437668623,3.5628698221823463,0.21938449830536472
lasso,0.0004931845704546058,1.2267942063964208,0.09168260526874901,0.05023583317315559
enet,0.0022871897695354105,1.2534901005673784,0.09452133150383973,0.05702656588345301
xgb,0.03341123743214302,1.5832972654542103,0.12552920704483553,0.08019887678390829
lgbm,0.027835335422892796,1.1234310856192753,0.08886755311733113,0.06007188423206908
catboost,0.03041125949470863,1.588529942508315,0.12652623426978352,0.08098019954652437
nn1,0.03279300237768,0.9444648931414026,0.07096732997989147,0.049149113056201905
nn2,0.022206183194660657,1.1295820479150982,0.08535132750597194,0.06206610778702894
nn3,0.04338144700703357,2.0767605289469535,0.15636367692511233,0.1005037782462274
