model,r2,mse,rmse,mae
linear,-20.719212870514006,189.02438250534178,10.288600684716362,2.254352062218807
ridge,-1.2168906399104207,19.433472673520736,4.082856536155488,2.1945386282470736
lasso,-1.2978154060183656e-05,8.790160627682486,2.9647767679721104,2.2737827186132966
enet,0.00044929275028968705,8.786119512962546,2.9640932240784155,2.2732059154024093
xgb,0.16273486109935584,7.359664522434881,2.7128043096587966,2.0635448677225123
lgbm,0.16264885633110865,7.360364691361207,2.71293515458058,2.063604482503117
catboost,0.16355821585256086,7.3522815795900724,2.7114626203480077,2.061315162866929
nn1,0.036636966043696706,8.481708524240759,2.9021481307798562,2.1216093508196394
nn2,0.11958438566938183,7.738895680305514,2.781840350903374,2.1237207862166785
nn3,0.11099980265759346,7.814264683627455,2.795336279208537,2.138102347273718
