model,r2,mse,rmse,mae
linear,-12.96347820361095,327.39728229823436,13.446767131524282,4.049442050883648
ridge,-1.3698711383101316,57.43611601483177,7.337617225570961,3.7758156115706383
lasso,-0.0026625355124961112,24.80997631967394,4.979554922306977,3.466497435519007
enet,-0.0026625355124961112,24.80997631967394,4.979554922306977,3.466497435519007
xgb,-0.011475434792226591,25.037381996054034,5.001804052876229,3.5452406340205145
lgbm,-0.01108868327784982,25.03139877789267,5.00100944143099,3.5506132415269223
catboost,0.01634723622553662,24.348761468603104,4.932500977308331,3.4595198459017547
nn1,-0.02302872765267887,25.34509491417449,5.029563254743467,3.493848567294304
nn2,0.0070606265134026906,24.5761207833853,4.9556170195372875,3.4473667722209527
nn3,-0.01283658377041419,25.068353887716096,5.005011372787061,3.516085930382725
