model,r2,mse,rmse,mae
linear,22.759893628039944,527.9524253381423,12.107094449486736,0.5613039741878375
ridge,1.263974243662191,28.546940066390135,1.8961775934326666,0.10935054681383326
lasso,0.003547036013176778,1.1831310454721513,0.11836002451123985,0.0990902161859079
enet,0.003547036013176778,1.1831310454721513,0.11836002451123985,0.0990902161859079
xgb,0.009869488893922468,1.3970686532854206,0.13906190234920432,0.11429412065380933
lgbm,0.011331518001129246,1.464623873536049,0.14595665319116172,0.10497658105525429
catboost,0.01197953635566195,1.374739015783266,0.13854810520341743,0.11414048125808028
nn1,0.05650414466114889,2.252756991163268,0.22042772218754494,0.12138516412280048
nn2,0.011317829554826868,1.3350388461877603,0.13409227814336683,0.10420341500182649
nn3,0.011639615412375836,1.354943168742814,0.13496312825464646,0.09705261787603148
