model,r2,mse,rmse,mae
linear,-7.3674753902542705,239.58701936512284,13.442021365027784,4.125314395993747
ridge,-3.296363772871956,120.85785226542262,10.220685454033095,4.0238115932925185
lasso,-0.0005590479994192155,28.491397536050904,5.3363318432725135,3.656590031182076
enet,0.007466087096600971,28.262774331008632,5.314882839728111,3.6413020197506705
xgb,0.08190154761679388,26.115473023427274,5.109548676229162,3.4637937768204887
lgbm,0.07608051702136209,26.288947661310214,5.125958908684865,3.483686366441661
catboost,0.09088344195392291,25.868180401287237,5.0852047371801525,3.454564755246632
nn1,0.02340359200691309,27.805565171471557,5.271821330944934,3.6322595214078945
nn2,0.02553770861503646,27.7306288560522,5.265237322156085,3.6239471072997476
nn3,0.0033620282912807387,28.36322155162934,5.324887503306103,3.7261595606593145
