model,r2,mse,rmse,mae
linear,-105.60859200474314,74134.92692668698,242.50241816917074,31.15859199514461
ridge,-2.847820718607362,2843.4820781230037,50.2774294519874,21.926494956720035
lasso,0.10794120744290814,649.5571087185933,25.473638559556928,18.98845643923557
enet,0.117715898748243,642.395602137718,25.33266433781863,18.906072863466896
xgb,0.1568462520046601,613.7571926390087,24.76577618566567,17.986661442140612
lgbm,0.15773973569920693,613.2719765977755,24.753623106683058,17.970951664189425
catboost,0.19135411331994928,588.6267024619926,24.250765788874833,17.784402532841018
nn1,0.024935425389637444,709.5812795446825,26.61777511814562,19.0222869530097
nn2,0.06324516762385983,682.0138762652118,26.100161528794665,18.877781612210107
nn3,-0.062156062547414105,773.6722952229659,27.786848402324257,19.825979455524937
