model,r2,mse,rmse,mae
linear,640.0520783810853,299117.3373777373,343.308788521346,4.768928437683726
ridge,18.077404847626024,8477.43194882615,49.59651015315031,0.7753718659808071
lasso,0.011263500489272058,15.23971787359545,0.379900173190497,0.2606624693258621
enet,0.012424482227412463,15.328496025943693,0.3827349222143254,0.2611142203895182
xgb,0.017449033200012298,11.384208504398226,0.30032453098171474,0.2561750520871181
lgbm,0.017609468386147333,10.573839617475143,0.2792358850707803,0.2287939412558363
catboost,0.020092423737358478,12.826235353241985,0.33872213012754987,0.2673871830588635
nn1,0.024443583307964662,13.831397745715666,0.34352736776978227,0.28796050978375504
nn2,0.024295178282306158,17.327574399618168,0.4331676499453556,0.24793500822834166
nn3,0.02516086875818827,14.783423344679386,0.3699048995988284,0.3437878387629514
