model,r2,mse,rmse,mae
linear,-442.04927608666924,202774.90541814105,291.4000362768453,17.458488751351542
ridge,-9.316146733972786,4813.745684557107,48.51733571812828,13.976258560668205
lasso,0.10550513766998257,407.94073739192083,20.193969724903788,13.351243242139901
enet,0.10983288821286712,405.96530680333626,20.144945291130824,13.296261398162567
xgb,0.2149006737160594,357.9157064146265,18.916276366946988,12.341128172504947
lgbm,0.21735206791272033,356.77213194048414,18.886348489344698,12.303448734956188
catboost,0.2186699886106124,356.217098063545,18.870674746338747,12.324914039769126
nn1,0.10586734615113118,407.5992474022167,20.186164478419613,13.157858146070106
nn2,0.12250482591459462,400.156701808159,19.999226674929204,13.038806599514848
nn3,0.13393076285780103,394.8343142605252,19.86699485643911,13.19467196068193
