model,r2,mse,rmse,mae
linear,-159.44269572979016,6267.8649157491645,50.96392843431781,6.163076461090917
ridge,-5.221540810830663,249.5128139967564,13.815800959532345,4.991269689275264
lasso,0.0009107213535613611,39.22390285040131,6.259873152879774,4.648057556941664
enet,0.017385885133296242,38.576428761727854,6.208019751313,4.604346009299021
xgb,0.13754331660875974,33.841956225888694,5.815186409387107,4.145232245622493
lgbm,0.13828396234582005,33.806024127286314,5.812130245333182,4.134871395105295
catboost,0.13581458093623475,33.90837278953163,5.820873719035189,4.1593687140913485
nn1,0.05141754579484133,37.22705215152555,6.098844523017831,4.4549930545591
nn2,0.050515814836226226,37.24331069440616,6.100715871574144,4.449446248898379
nn3,0.010036771906493502,38.8857475560652,6.231436728042508,4.56798210494984
