model,r2,mse,rmse,mae
linear,-9.80118081890975,16205.080557908912,93.32469683207057,30.54204411601571
ridge,-0.5543501030708244,2306.755139180178,47.71342100167119,27.92547873733748
lasso,0.015203590550254198,1484.809415326898,38.51001716854988,25.041073544922035
enet,0.020267770725764488,1477.3384469450261,38.411876183511744,25.02422235677944
xgb,0.05006826138241982,1432.657209149145,37.82371475912497,25.089032348780204
lgbm,0.027953672912196283,1465.227831024109,38.256160865208884,25.525577102465906
catboost,0.06166056203700301,1414.1029714459642,37.58327226923916,24.679217010244308
nn1,0.007687178282552565,1495.5198032419135,38.648957959782216,25.26323270534636
nn2,0.017650713582684174,1481.324038376656,38.46257938649326,25.165146642163812
nn3,-0.004736726067906938,1517.150928047202,38.91346766767265,25.239270210613338
