model,r2,mse,rmse,mae
linear,11.867509122327828,318.8010621221974,9.129893204210358,0.30773349265618544
ridge,0.40298397958250987,9.982636357482956,0.7968260396137309,0.09827909016426535
lasso,0.0021934870888493845,1.3699245455383715,0.12921339213660274,0.12749061848463109
enet,0.005280489199450545,1.3522976284420916,0.13059007879289253,0.11650353304543642
xgb,0.02452086314698702,1.2029660595126854,0.1234468689932434,0.11014855918802807
lgbm,0.025145916067599007,1.3318400805395005,0.13574320788805377,0.11668135046970966
catboost,0.02121494268517244,1.3300984879309232,0.13701342931335744,0.10745622360357529
nn1,0.019911278349006894,1.190254107789989,0.11804158850360581,0.10219023056979479
nn2,0.02193989908742717,1.1549519923808913,0.11506645990200663,0.09640885088585605
nn3,0.01523569281166862,1.294400806308226,0.12874264749603084,0.1064883040381958
