model,r2,mse,rmse,mae
linear,-6.432914638538788,200.20390505395386,10.80966952009484,3.941044239334931
ridge,-0.259794046692887,34.313564963234896,5.803329494852795,3.7216317958783867
lasso,0.00523996055060576,27.32369339129017,5.225609752993686,3.6363184615061264
enet,0.04568426688917633,26.214565289069917,5.118350468695045,3.5566304515644944
xgb,0.14106919777390148,23.585192389200195,4.854889623846866,3.457758305649777
lgbm,0.13148494500517566,23.8541742406111,4.882186807376727,3.4804806057077977
catboost,0.15285483825113838,23.27119656537558,4.822076719170213,3.4005963396207237
nn1,0.08049213812777348,25.248115543177963,5.023363586936696,3.5373976779950147
nn2,0.09119655614078552,24.95171398517287,4.993843579346322,3.5229609241360174
nn3,0.09021577861422996,24.98897892328696,4.997239663454484,3.5682305147973983
