model,r2,mse,rmse,mae
linear,-52.077556313643264,27527.33562135642,127.12778683727706,19.90864367559837
ridge,-4.2407122466230724,2699.0441177224784,45.07587933983188,16.87944989861638
lasso,0.09719260147234013,475.7014530928456,21.804749226234197,14.752246962070979
enet,0.10043719512149527,473.9975378579467,21.765856156660856,14.706409462420861
xgb,0.14196782100211439,451.64577343027224,21.2504155139275,14.366068390740176
lgbm,0.1314845372704905,457.0049467850405,21.376104878185906,14.3944324251204
catboost,0.17031351684017124,436.8485635486469,20.898536164666982,14.064991256377487
nn1,0.04352346168862722,503.51217868684046,22.436019804073958,14.898036738864036
nn2,0.02997971108566828,510.8835927759037,22.597586142691746,15.01531131622146
nn3,0.00976339594331772,521.5031836608092,22.822836280302173,15.540591963138272
