model,r2,mse,rmse,mae
linear,-318.17019306200075,462532.3794897126,445.2608688792733,40.34991689016796
ridge,-3.6896927063804106,6606.864071710971,67.42554184614019,27.459811154107864
lasso,0.04471816114031433,1388.6577581108402,37.235793682492314,24.395446209021472
enet,0.04426048402676146,1389.3061406212012,37.24466678919949,24.40352215848821
xgb,0.053112423595596626,1373.333786705041,37.04588117938407,24.649876262383092
lgbm,0.037147353287059134,1397.138835502419,37.360523598978475,24.802778374212316
catboost,0.06625943228433366,1355.1940476214002,36.797746051159365,24.146629083298922
nn1,0.03015204744308102,1409.8237848824324,37.51753720429191,24.578014416061972
nn2,0.0312829373443998,1407.404492692498,37.490527352267655,24.511896654950853
nn3,-0.02387397013477277,1486.7417535761383,38.538911813733414,25.267640882922514
