model,r2,mse,rmse,mae
linear,-891.1293810215069,6328.456493130848,45.67002484636271,3.5729130718779842
ridge,-0.5821076466899482,12.234333128965982,3.3878055691310083,2.147203867736
lasso,-0.002193374237133927,7.710739989345363,2.7760129783573064,2.124408907121398
enet,-0.001776069957702031,7.7074866606030525,2.775430568599739,2.123808957874446
xgb,0.18985868937785474,6.23494239107841,2.4958736172134253,1.884190090909214
lgbm,0.17439335644791437,6.355930184321051,2.5197835939518987,1.9075777721899088
catboost,0.2011674542091142,6.146941894306791,2.4783233718947746,1.8708430592187315
nn1,0.07322875177770538,7.132762052310795,2.669592392476036,2.026279798836601
nn2,0.06476986504924062,7.202610684681329,2.6821387118097384,2.0363764447239605
nn3,0.05262860742327748,7.290181623797308,2.698880671155222,2.0637479987715337
