model,r2,mse,rmse,mae
linear,451.85543340533474,277691.60523995286,318.19090491359066,2.8713518217211313
ridge,1.1753978271153958,714.438307348254,10.258182593144245,0.3386845757526042
lasso,0.0023512403355793656,11.675710086202049,0.2492196807638568,0.17253344607858234
enet,0.00272701878910284,11.733896738409678,0.25091239485881345,0.1712785512739236
xgb,0.008181902928274608,13.700881970484863,0.3105114996592616,0.2059122333695557
lgbm,0.007685992160604304,13.959564283618509,0.31613075555408626,0.2196301917668387
catboost,0.005864558236507788,13.005765365775206,0.2944607902665724,0.20714356842738113
nn1,0.07739733298510292,46.73084439257465,0.9650260251877755,0.18415319860237356
nn2,0.04429618903634364,28.922151561400003,0.6176875771728838,0.21973782016586363
nn3,0.009425390213010582,13.818444910550706,0.30207529811565353,0.20962645742080208
