model,r2,mse,rmse,mae
linear,-3.277081270559363,6426.860963014604,72.5316462568907,28.83917769402142
ridge,-1.8117498505418475,4177.981243869255,61.259891268124406,28.086757322584212
lasso,0.020478885239747925,1424.7504273285556,37.73948385325021,24.434389575102102
enet,0.023151830924950923,1420.784964914012,37.687672734103,24.4384438380958
xgb,0.026017643939618786,1416.2688376240767,37.62824526694774,24.774472795876484
lgbm,0.0004774027009355697,1453.1758159577005,38.117192331158016,25.073647853445344
catboost,0.038697971181889244,1398.0491645800444,37.38541010334336,24.437992976101683
nn1,0.02933370006128746,1411.717230011518,37.56728100773741,24.58557920895704
nn2,0.01648747941906472,1430.0954804662051,37.81164426248468,24.517567738248914
nn3,-0.012699401021579914,1473.1227847284968,38.372748098014924,25.29103020883815
