model,r2,mse,rmse,mae
linear,190.46335320845145,95018.61573047873,197.68774086491462,7.243794250815078
ridge,1.5044558794597522,769.3767635545673,10.697725102266352,0.787034429883909
lasso,0.008251123186734438,17.395494467198894,0.39685017539583467,0.238314040803451
enet,0.009973460216649351,17.31237478709801,0.3964552387501312,0.2523383458082501
xgb,0.047527749159212256,29.9685142511209,0.70860664204427,0.4845174564197904
lgbm,0.027525498175767438,23.34633129467542,0.5482220997896411,0.30053956965290096
catboost,0.02848300054486711,21.981235174817318,0.5263724350809461,0.33491630541077316
nn1,0.0776973178092639,35.116110513277455,0.7709692951959463,0.6132629435109359
nn2,0.039064056631616724,22.3539537731434,0.5000740913221088,0.2623696695823594
nn3,0.038468773030584116,23.41699925686117,0.5221347499218351,0.25657160886470015
