model,r2,mse,rmse,mae
linear,-149.02494102766352,75720.36965617328,191.4155865333324,22.215083965236186
ridge,-1.8648604672874225,1458.8406288538845,36.66605114394274,16.548075884167485
lasso,0.057910756105952886,482.8828520438607,21.971011856128722,14.868115667929583
enet,0.06621093311109356,478.6214635959498,21.87382652485882,14.784582869412162
xgb,0.1110422383336741,455.7229825393435,21.33590539832313,14.56765265279042
lgbm,0.10854603458875482,457.0313130042774,21.37126027012866,14.555406050377997
catboost,0.1307994104367179,445.5650313134577,21.10184739242147,14.346833143478102
nn1,-0.006270004239953009,515.1585852586065,22.684007397381784,15.324731402327169
nn2,0.028679683152987013,497.66071741973167,22.302704843200523,14.914968663681549
nn3,0.006474445414749774,509.0986792253287,22.557173017207916,15.427930532770565
