model,r2,mse,rmse,mae
linear,-314.34881690990517,2672.8949526723527,46.668002746268584,4.436653814228592
ridge,-1.6656769994657843,23.11801083448311,4.709927538340627,2.4657510396157876
lasso,-0.0033834616924377945,8.773085346260451,2.9605035722046518,2.351353150785068
enet,-0.0033834616924377945,8.773085346260451,2.9605035722046518,2.351353150785068
xgb,0.22953137467937937,6.7364610202734925,2.5941223311710297,2.0015654453695246
lgbm,0.23327367863184958,6.705177704633127,2.5878066073779444,1.9960498431677258
catboost,0.2551049613217618,6.511645447526412,2.5504948736646176,1.9797944582348517
nn1,0.06188110971885419,8.225827696835577,2.863532156449192,2.233261397998989
nn2,0.05570350391055512,8.243887749842187,2.8695671434772825,2.2374728934874897
nn3,-0.03784738105433878,9.073977776917157,3.0103293461247715,2.3004871953882424
