model,r2,mse,rmse,mae
linear,222.85544053952043,1876.9198355640806,22.248426289214716,0.9071591175292003
ridge,1.1277486333918525,9.38945694132357,0.96674371891609,0.0843317947984629
lasso,0.003836700389833119,0.5574850470471696,0.09221683807172078,0.07038438076920946
enet,0.003836700389833119,0.5574850470471696,0.09221683807172078,0.07038438076920946
xgb,0.01392635958566123,0.4418919755704938,0.08360832011992167,0.08634671091170448
lgbm,0.021172612885998473,0.4831327422390179,0.09184044557917179,0.08244476245377692
catboost,0.0184606091191545,0.42203870312135316,0.08137165929805568,0.08750277755068069
nn1,0.051114745383405144,0.9596101122226711,0.1612801470020924,0.11598366767584566
nn2,0.059519419864004636,0.5592274053105848,0.09732501691659967,0.06687336591750802
nn3,0.04081672653850888,0.6549326085587094,0.10906422317681223,0.07217309041393827
