model,r2,mse,rmse,mae
linear,-221.56346755412005,2308.721907711434,27.187404450312204,2.966259102576459
ridge,-4.704410715577098,58.9957949774517,6.373948980826155,2.542021537562722
lasso,-0.00042846154758646726,10.29038719663497,3.2077320683117576,2.4986045321809094
enet,-0.0002618987973938225,10.288685517253677,3.2074659056701913,2.4983678148790553
xgb,0.10879685206855165,9.167244428476673,3.027569347830856,2.346700937984138
lgbm,0.10765403635436696,9.178483695782846,3.029460434870829,2.3417298464685787
catboost,0.11973660304067515,9.054525960170261,3.008918675635701,2.3278744479847773
nn1,0.03900834308748038,9.88509817474404,3.143823779423297,2.4187502820673275
nn2,0.04842028396965792,9.789503918428874,3.128419567401921,2.4162355096478207
nn3,0.05297367217057673,9.742277352945392,3.1209240686771667,2.416853132650389
