model,r2,mse,rmse,mae
linear,-4358.245027213124,115633.70765871315,158.0334041030293,6.293228524611676
ridge,-5.651763049048863,175.56319999512442,10.852800205696884,3.574216740331483
lasso,-0.00036769177725068933,26.397826820203512,5.137589301374611,3.523485842159512
enet,0.0022043216962328803,26.32991877278563,5.130978712982725,3.517538166899912
xgb,0.12346286605009746,23.13160129638159,4.809078299490473,3.244449907539481
lgbm,0.11839782220867043,23.265899486011428,4.823016228106863,3.253847414198546
catboost,0.11252125771258825,23.420205575163756,4.839058995066371,3.275460962534958
nn1,0.03513115851727613,25.46359553136312,5.045617414480324,3.424511581975465
nn2,0.037809000960823666,25.390642847849342,5.038546620534918,3.4266460602303526
nn3,0.03372893508724939,25.499537563403983,5.049330370035064,3.471811421266063
