model,r2,mse,rmse,mae
linear,-4.003756968961355,30.9380450141415,4.272886460754829,1.958055617383827
ridge,-0.6105087747089588,9.880008102560495,2.9819035095587854,1.8928169056717317
lasso,-0.0013678626363334613,6.094236285152749,2.467539627305777,1.820922383554823
enet,-0.0013678626363334613,6.094236285152749,2.467539627305777,1.820922383554823
xgb,0.10137651404716519,5.4657429006206,2.3371135630826076,1.7408269430873164
lgbm,0.09268565764245011,5.5190364958931095,2.3484667183949504,1.7486799530722021
catboost,0.10716273077503909,5.430693505813588,2.329619135084508,1.7318140307550691
nn1,0.02268824878497446,5.950355864660899,2.437955266876627,1.8024602890609873
nn2,0.028085585378701296,5.910606382446669,2.430442257114358,1.7948767161808372
nn3,0.003897899434641361,6.066821238693228,2.461169915071236,1.841432579494704
