model,r2,mse,rmse,mae
linear,7.952967384121135,49.4180167001618,3.5609670466938574,0.23931068570908925
ridge,1.1761208837369739,7.371556390894338,0.9941124494952754,0.12500299344545923
lasso,0.0019335359708497076,0.35748890872140227,0.07405722671297163,0.052309491936539616
enet,0.0019335359708497076,0.35748890872140227,0.07405722671297163,0.052309491936539616
xgb,0.013169157536704059,0.27745654287973526,0.060358047316964855,0.03959863883233133
lgbm,0.009344845960304668,0.2822368799217707,0.06116018708574267,0.03924050025634872
catboost,0.010043820471952306,0.27330862176358706,0.059734339049633524,0.04259932831403638
nn1,0.009954368026080471,0.3902613294642041,0.08203646365741919,0.061169359874650754
nn2,0.015701598242960687,0.28563894158077274,0.059639058338770035,0.0512757062486577
nn3,0.034206517272957954,0.4685387744829471,0.09728251560004164,0.06539605519433253
