model,r2,mse,rmse,mae
linear,-52.139129827105236,30958.186562662235,121.82110043535025,21.31549657712778
ridge,-4.449659408828252,2847.2683170224027,46.98334923569213,18.0353688919336
lasso,0.036500508683702845,515.2902801278691,22.6902445966059,15.560089757087649
enet,0.04034788742208399,513.2574291115008,22.645169228500407,15.503728868474084
xgb,0.05151263490866516,507.0284691626669,22.509448300842575,15.53783302980412
lgbm,0.035209779065418244,515.2407235091638,22.69476754855455,15.64341969212136
catboost,0.08028778555975542,491.69785256655814,22.166150494033953,15.162582573573605
nn1,0.01609988689657822,526.5199069643338,22.930409678512593,15.559967661916897
nn2,0.010038852394032637,529.172369041356,22.993899419783823,15.627045052092523
nn3,-0.02997385848423768,550.3901718588813,23.451580433964757,16.134348150057498
