model,r2,mse,rmse,mae
linear,78.31526786487235,723.0143683728625,15.452354989076005,0.672551849281567
ridge,1.4993141012049227,13.735771837563956,1.369377558803167,0.07383556435336082
lasso,0.000573774661718179,0.28582054648608873,0.046195754564732155,0.03938749517764227
enet,0.000875305516362461,0.28366857300152304,0.046524196364832904,0.03926032896482075
xgb,0.013020004034336527,0.3473432271236699,0.06271645800296655,0.0460094037441098
lgbm,0.016202409061855265,0.3648696925879078,0.06591583868670074,0.04893893184096702
catboost,0.018223016169736705,0.3635737049383811,0.06680064559313566,0.05198921302003909
nn1,0.06306715397303912,0.5479342428245796,0.09113566032574347,0.04474537154394151
nn2,0.033450981554908145,0.3259005586724292,0.05649938162960584,0.05118930945366661
nn3,0.03659339697598677,0.2255670326274445,0.038255389290441685,0.02730699218340005
